날짜,고객ID,성별,연령대,상품카테고리,결제금액,반품여부,재구매여부
2024-02-28,C110,여,40대,가전,297000,N,Y
2024-02-28,C138,여,40대,화장품,83000,N,Y
2024-02-28,C157,남,50대,의류,130000,N,N
2024-02-28,C172,여,50대,식품,41000,N,N
2024-02-28,C173,남,50대,식품,48000,N,N
2024-02-29,C013,남,20대,가전,43000,N,N
2024-02-29,C028,여,20대,가전,296000,N,Y
2024-02-29,C029,남,20대,가전,240000,N,N
2024-02-29,C042,여,20대,도서,9000,N,N
2024-02-29,C047,남,20대,식품,35000,N,N
2024-02-29,C086,여,30대,의류,138000,N,Y
2024-02-29,C088,여,30대,가전,323000,N,Y
2024-02-29,C119,남,40대,의류,118000,N,N
2024-02-29,C126,여,40대,화장품,55000,N,Y
2024-02-29,C190,여,50대,가전,54000,Y,N
2024-03-01,C027,남,20대,화장품,23000,N,N
2024-03-01,C110,여,40대,식품,13000,N,Y
2024-03-01,C144,여,40대,도서,19000,N,N
2024-03-01,C165,남,50대,가전,141000,N,Y
2024-03-01,C166,여,50대,도서,32000,N,Y
2024-03-01,C188,여,50대,의류,65000,N,Y
2024-03-01,C196,여,50대,도서,,N,Y
2024-03-02,C017,남,20대,가전,63000,N,N
2024-03-02,C033,남,20대,화장품,,N,N
2024-03-02,C038,여,20대,도서,,N,N
2024-03-02,C049,남,20대,가전,124000,N,Y
2024-03-02,C050,여,20대,가전,138000,N,N
2024-03-02,C054,여,30대,화장품,16000,N,Y
2024-03-02,C086,여,30대,식품,29000,N,Y
2024-03-02,C159,남,50대,의류,136000,N,Y
2024-03-02,C183,남,50대,화장품,48000,Y,N
2024-03-02,C186,여,50대,가전,,N,Y
2024-03-03,C018,여,20대,화장품,21000,N,Y
2024-03-03,C071,남,30대,화장품,71000,N,Y
2024-03-03,C102,여,40대,가전,176000,N,Y
2024-03-03,C115,남,40대,화장품,119000,Y,N
2024-03-03,C132,여,40대,의류,136000,N,Y
2024-03-03,C156,여,50대,식품,36000,N,Y
2024-03-03,C164,여,50대,의류,55000,N,Y
2024-03-04,C002,여,20대,가전,144000,N,Y
2024-03-04,C003,남,20대,도서,28000,Y,N
2024-03-04,C011,남,20대,화장품,69000,N,N
2024-03-04,C041,남,20대,가전,54000,N,N
2024-03-04,C065,남,30대,가전,143000,N,Y
2024-03-04,C085,남,30대,의류,161000,N,Y
2024-03-04,C118,여,40대,가전,244000,N,Y
2024-03-04,C121,남,40대,가전,122000,N,Y
2024-03-04,C122,여,40대,가전,334000,N,N
2024-03-04,C129,남,40대,화장품,110000,N,Y
2024-03-04,C153,남,50대,화장품,106000,N,N
2024-03-04,C155,남,50대,가전,77000,N,Y
2024-03-04,C176,여,50대,의류,164000,N,Y
2024-03-05,C001,남,20대,가전,329000,N,N
2024-03-05,C022,여,20대,화장품,73000,N,Y
2024-03-05,C028,여,20대,도서,32000,N,N
2024-03-05,C039,남,20대,의류,165000,N,N
2024-03-05,C055,남,30대,가전,,N,N
2024-03-05,C065,남,30대,도서,10000,N,Y
2024-03-05,C086,여,30대,가전,106000,N,N
2024-03-05,C107,남,40대,의류,,N,N
2024-03-05,C108,여,40대,가전,,N,N
2024-03-05,C139,남,40대,의류,153000,N,N
2024-03-05,C167,남,50대,화장품,67000,N,N
2024-03-05,C173,남,50대,가전,343000,N,N
2024-03-05,C181,남,50대,의류,142000,Y,N
2024-03-05,C191,남,50대,식품,49000,N,N
2024-03-06,C003,남,20대,의류,172000,Y,Y
2024-03-06,C020,여,20대,가전,65000,Y,Y
2024-03-06,C043,남,20대,가전,348000,N,N
2024-03-06,C055,남,30대,가전,345000,N,N
2024-03-06,C066,여,30대,가전,95000,Y,N
2024-03-06,C073,남,30대,식품,37000,N,N
2024-03-06,C084,여,30대,의류,141000,Y,N
2024-03-06,C097,남,30대,식품,18000,N,N
2024-03-06,C098,여,30대,가전,261000,N,Y
2024-03-06,C107,남,40대,가전,54000,N,N
2024-03-06,C116,여,40대,식품,36000,N,N
2024-03-06,C125,남,40대,의류,34000,N,Y
2024-03-06,C137,남,40대,의류,116000,Y,Y
2024-03-06,C162,여,50대,의류,143000,N,N
2024-03-07,C010,여,20대,의류,16000,Y,N
2024-03-07,C045,남,20대,도서,24000,N,N
2024-03-07,C048,여,20대,의류,47000,N,Y
2024-03-07,C184,여,50대,가전,272000,N,Y
2024-03-07,C194,여,50대,화장품,74000,N,Y
2024-03-07,C197,남,50대,가전,147000,N,N
2024-03-08,C079,남,30대,가전,50000,N,N
2024-03-08,C103,남,40대,화장품,18000,N,N
2024-03-08,C130,여,40대,식품,7000,N,Y
2024-03-08,C163,남,50대,가전,,N,Y
2024-03-08,C179,남,50대,의류,163000,N,N
2024-03-09,C019,남,20대,의류,68000,N,N
2024-03-09,C042,여,20대,가전,49000,N,Y
2024-03-09,C071,남,30대,의류,131000,N,N
2024-03-09,C074,여,30대,가전,36000,Y,N
2024-03-09,C076,여,30대,가전,63000,N,Y
2024-03-09,C117,남,40대,식품,43000,N,N
2024-03-09,C124,여,40대,식품,8000,N,Y
2024-03-09,C149,남,40대,가전,290000,N,Y
2024-03-09,C187,남,50대,화장품,70000,N,N
2024-03-09,C189,남,50대,의류,52000,N,Y
2024-03-09,C197,남,50대,도서,20000,N,Y
2024-03-10,C002,여,20대,가전,212000,Y,Y
2024-03-10,C009,남,20대,가전,150000,N,N
2024-03-10,C033,남,20대,의류,27000,Y,N
2024-03-10,C051,남,30대,가전,89000,N,N
2024-03-10,C051,남,30대,의류,34000,Y,N
2024-03-10,C052,여,30대,가전,72000,N,Y
2024-03-10,C127,남,40대,식품,63000,N,N
2024-03-10,C136,여,40대,화장품,111000,Y,N
2024-03-10,C138,여,40대,가전,,N,Y
2024-03-10,C171,남,50대,식품,21000,N,Y
2024-03-11,C017,남,20대,화장품,54000,N,N
2024-03-11,C028,여,20대,도서,16000,N,N
2024-03-11,C031,남,20대,식품,14000,N,N
2024-03-11,C034,여,20대,의류,163000,N,N
2024-03-11,C036,여,20대,화장품,65000,Y,N
2024-03-11,C037,남,20대,가전,211000,N,N
2024-03-11,C053,남,30대,가전,45000,N,Y
2024-03-11,C056,여,30대,식품,56000,N,Y
2024-03-11,C062,여,30대,가전,229000,N,Y
2024-03-11,C072,여,30대,가전,185000,N,Y
2024-03-11,C087,남,30대,식품,9000,N,Y
2024-03-11,C114,여,40대,가전,31000,N,Y
2024-03-11,C128,여,40대,의류,132000,N,Y
2024-03-11,C141,남,40대,화장품,13000,Y,N
2024-03-11,C142,여,40대,의류,123000,N,Y
2024-03-11,C146,여,40대,가전,120000,N,N
2024-03-11,C148,여,40대,가전,76000,N,Y
2024-03-11,C160,여,50대,의류,76000,N,N
2024-03-11,C171,남,50대,화장품,119000,N,N
2024-03-12,C004,여,20대,가전,45000,N,Y
2024-03-12,C010,여,20대,의류,103000,N,Y
2024-03-12,C019,남,20대,의류,97000,Y,Y
2024-03-12,C030,여,20대,가전,87000,N,N
2024-03-12,C040,여,20대,화장품,,N,Y
2024-03-12,C047,남,20대,화장품,11000,N,Y
2024-03-12,C056,여,30대,식품,52000,N,Y
2024-03-12,C101,남,40대,화장품,98000,N,N
2024-03-12,C114,여,40대,가전,283000,N,N
2024-03-12,C165,남,50대,가전,88000,N,N
2024-03-12,C186,여,50대,의류,98000,N,N
2024-03-13,C001,남,20대,의류,73000,Y,N
2024-03-13,C002,여,20대,도서,24000,N,Y
2024-03-13,C062,여,30대,가전,200000,N,Y
2024-03-13,C124,여,40대,식품,50000,N,Y
2024-03-13,C125,남,40대,의류,80000,N,Y
2024-03-13,C140,여,40대,화장품,17000,Y,Y
2024-03-13,C174,여,50대,가전,30000,Y,Y
2024-03-13,C175,남,50대,의류,125000,Y,Y
2024-03-13,C183,남,50대,의류,,N,N
2024-03-14,C013,남,20대,화장품,51000,Y,N
2024-03-14,C023,남,20대,가전,55000,N,Y
2024-03-14,C042,여,20대,의류,25000,N,Y
2024-03-14,C060,여,30대,식품,66000,N,Y
2024-03-14,C083,남,30대,가전,122000,N,N
2024-03-14,C089,남,30대,화장품,116000,N,Y
2024-03-14,C096,여,30대,의류,35000,N,Y
2024-03-14,C109,남,40대,의류,55000,N,Y
2024-03-14,C110,여,40대,의류,169000,Y,N
2024-03-14,C118,여,40대,의류,71000,N,N
2024-03-14,C133,남,40대,의류,151000,N,N
2024-03-14,C157,남,50대,화장품,83000,Y,N
2024-03-14,C184,여,50대,가전,132000,N,N
2024-03-15,C018,여,20대,의류,50000,N,N
2024-03-15,C057,남,30대,의류,173000,N,N
2024-03-15,C062,여,30대,도서,8000,N,Y
2024-03-15,C126,여,40대,화장품,112000,N,Y
2024-03-15,C151,남,50대,의류,17000,Y,N
2024-03-15,C164,여,50대,가전,,Y,N
2024-03-15,C167,남,50대,식품,7000,N,N
2024-03-15,C172,여,50대,가전,113000,N,N
2024-03-15,C198,여,50대,화장품,24000,N,N
2024-03-16,C008,여,20대,가전,77000,N,N
2024-03-16,C027,남,20대,가전,300000,N,N
2024-03-16,C037,남,20대,화장품,24000,N,N
2024-03-16,C039,남,20대,의류,135000,N,Y
2024-03-16,C068,여,30대,화장품,44000,Y,N
2024-03-16,C068,여,30대,화장품,81000,Y,Y
2024-03-16,C071,남,30대,가전,347000,N,Y
2024-03-16,C093,남,30대,식품,51000,N,N
2024-03-16,C118,여,40대,화장품,85000,N,Y
2024-03-16,C127,남,40대,가전,139000,N,N
2024-03-16,C149,남,40대,가전,67000,N,N
2024-03-16,C150,여,40대,화장품,76000,N,Y
2024-03-16,C158,여,50대,도서,8000,N,N
2024-03-16,C166,여,50대,가전,182000,N,N
2024-03-16,C177,남,50대,화장품,55000,N,Y
2024-03-16,C180,여,50대,의류,175000,N,Y
2024-03-16,C182,여,50대,의류,128000,Y,N
2024-03-16,C187,남,50대,의류,118000,N,N
2024-03-16,C198,여,50대,화장품,72000,Y,N
2024-03-16,C200,여,50대,의류,117000,N,Y
2024-03-17,C015,남,20대,가전,89000,Y,Y
2024-03-17,C046,여,20대,식품,12000,Y,Y
2024-03-17,C101,남,40대,식품,57000,N,N
2024-03-17,C102,여,40대,도서,22000,N,N
2024-03-17,C149,남,40대,의류,138000,Y,N
2024-03-17,C152,여,50대,화장품,104000,N,N
2024-03-17,C152,여,50대,의류,167000,N,N
2024-03-17,C170,여,50대,가전,109000,N,N
2024-03-17,C180,여,50대,화장품,40000,N,N
2024-03-17,C182,여,50대,식품,10000,N,Y
2024-03-17,C187,남,50대,가전,57000,N,N
2024-03-17,C194,여,50대,가전,192000,Y,N
2024-03-17,C199,남,50대,화장품,93000,Y,N
2024-03-18,C006,여,20대,의류,151000,N,Y
2024-03-18,C032,여,20대,가전,33000,N,Y
2024-03-18,C080,여,30대,의류,29000,N,Y
2024-03-18,C090,여,30대,식품,54000,N,N
2024-03-18,C110,여,40대,식품,23000,N,N
2024-03-18,C131,남,40대,식품,17000,N,Y
2024-03-18,C136,여,40대,식품,27000,N,N
2024-03-18,C137,남,40대,가전,197000,N,N
2024-03-18,C138,여,40대,의류,80000,Y,Y
2024-03-18,C143,남,40대,도서,11000,N,Y
2024-03-18,C161,남,50대,식품,9000,N,N
2024-03-18,C169,남,50대,식품,,N,N
2024-03-18,C179,남,50대,의류,133000,N,N
2024-03-19,C001,남,20대,가전,128000,N,N
2024-03-19,C015,남,20대,도서,29000,N,N
2024-03-19,C020,여,20대,가전,224000,N,Y
2024-03-19,C045,남,20대,화장품,79000,N,Y
2024-03-19,C053,남,30대,가전,223000,N,N
2024-03-19,C058,여,30대,식품,15000,N,Y
2024-03-19,C095,남,30대,가전,211000,N,Y
2024-03-19,C104,여,40대,의류,18000,Y,Y
2024-03-19,C107,남,40대,식품,24000,N,N
2024-03-19,C120,여,40대,의류,125000,N,Y
2024-03-19,C134,여,40대,식품,11000,N,N
2024-03-19,C145,남,40대,가전,308000,N,N
2024-03-19,C163,남,50대,의류,50000,N,N
2024-03-19,C170,여,50대,의류,,N,N
2024-03-19,C184,여,50대,의류,110000,N,N
2024-03-20,C004,여,20대,도서,23000,N,N
2024-03-20,C006,여,20대,의류,54000,Y,Y
2024-03-20,C016,여,20대,의류,74000,N,N
2024-03-20,C016,여,20대,의류,118000,Y,Y
2024-03-20,C029,남,20대,식품,39000,N,N
2024-03-20,C064,여,30대,식품,65000,N,Y
2024-03-20,C066,여,30대,가전,37000,N,Y
2024-03-20,C113,남,40대,식품,14000,N,N
2024-03-20,C146,여,40대,가전,237000,N,Y
2024-03-20,C168,여,50대,화장품,51000,N,N
2024-03-21,C007,남,20대,가전,105000,N,Y
2024-03-21,C041,남,20대,가전,304000,N,N
2024-03-21,C077,남,30대,가전,312000,N,Y
2024-03-21,C112,여,40대,도서,11000,N,Y
2024-03-21,C116,여,40대,가전,,N,Y
2024-03-21,C119,남,40대,화장품,96000,N,N
2024-03-21,C135,남,40대,화장품,99000,N,Y
2024-03-21,C147,남,40대,의류,139000,N,Y
2024-03-21,C158,여,50대,가전,288000,Y,N
2024-03-22,C011,남,20대,의류,84000,Y,N
2024-03-22,C012,여,20대,가전,301000,N,Y
2024-03-22,C031,남,20대,의류,34000,N,Y
2024-03-22,C056,여,30대,의류,105000,N,Y
2024-03-22,C085,남,30대,화장품,58000,N,Y
2024-03-22,C092,여,30대,가전,187000,N,N
2024-03-22,C104,여,40대,의류,77000,N,N
2024-03-22,C111,남,40대,식품,27000,N,Y
2024-03-22,C126,여,40대,의류,123000,N,Y
2024-03-22,C130,여,40대,식품,28000,N,Y
2024-03-22,C131,남,40대,가전,129000,N,N
2024-03-22,C140,여,40대,식품,68000,N,Y
2024-03-22,C142,여,40대,의류,158000,Y,Y
2024-03-22,C144,여,40대,화장품,,N,N
2024-03-22,C164,여,50대,화장품,77000,N,N
2024-03-22,C189,남,50대,도서,31000,N,N
2024-03-23,C040,여,20대,가전,244000,N,N
2024-03-23,C065,남,30대,화장품,17000,N,N
2024-03-23,C069,남,30대,식품,59000,N,N
2024-03-23,C083,남,30대,식품,47000,N,N
2024-03-23,C088,여,30대,도서,29000,N,Y
2024-03-23,C100,여,30대,식품,44000,N,Y
2024-03-23,C106,여,40대,가전,117000,N,Y
2024-03-23,C109,남,40대,의류,104000,N,N
2024-03-23,C156,여,50대,가전,114000,N,N
2024-03-23,C160,여,50대,가전,333000,N,Y
2024-03-23,C183,남,50대,식품,14000,N,N
2024-03-24,C007,남,20대,도서,21000,N,Y
2024-03-24,C018,여,20대,가전,94000,N,Y
2024-03-24,C025,남,20대,식품,18000,N,N
2024-03-24,C048,여,20대,식품,30000,Y,N
2024-03-24,C054,여,30대,가전,271000,N,Y
2024-03-24,C058,여,30대,식품,15000,N,Y
2024-03-24,C090,여,30대,화장품,76000,N,Y
2024-03-24,C105,남,40대,화장품,27000,N,N
2024-03-24,C109,남,40대,의류,42000,N,Y
2024-03-24,C123,남,40대,가전,310000,Y,Y
2024-03-24,C134,여,40대,가전,64000,N,N
2024-03-24,C196,여,50대,가전,211000,Y,N
2024-03-25,C021,남,20대,가전,270000,N,N
2024-03-25,C057,남,30대,의류,,Y,Y
2024-03-25,C058,여,30대,식품,28000,N,Y
2024-03-25,C067,남,30대,식품,63000,N,Y
2024-03-25,C091,남,30대,가전,77000,N,Y
2024-03-25,C103,남,40대,의류,115000,N,N
2024-03-25,C112,여,40대,식품,37000,N,N
2024-03-25,C132,여,40대,가전,99000,N,N
2024-03-25,C193,남,50대,식품,50000,N,N
2024-03-26,C004,여,20대,의류,120000,N,Y
2024-03-26,C014,여,20대,가전,41000,N,Y
2024-03-26,C044,여,20대,의류,166000,N,Y
2024-03-26,C053,남,30대,식품,52000,N,N
2024-03-26,C059,남,30대,식품,12000,N,Y
2024-03-26,C070,여,30대,식품,44000,N,Y
2024-03-26,C075,남,30대,식품,14000,N,N
2024-03-26,C076,여,30대,가전,46000,N,Y
2024-03-26,C096,여,30대,가전,60000,N,N
2024-03-26,C097,남,30대,의류,82000,Y,N
2024-03-26,C115,남,40대,의류,165000,N,Y
2024-03-26,C125,남,40대,식품,15000,N,Y
2024-03-26,C190,여,50대,의류,88000,Y,N
2024-03-26,C195,남,50대,의류,67000,Y,N
2024-03-27,C009,남,20대,가전,290000,N,N
2024-03-27,C024,여,20대,가전,,N,Y
2024-03-27,C087,남,30대,가전,244000,N,N
2024-03-27,C094,여,30대,화장품,41000,N,Y
2024-03-27,C157,남,50대,식품,60000,N,N
2024-03-27,C161,남,50대,가전,227000,N,N
2024-03-28,C059,남,30대,가전,210000,N,Y
2024-03-28,C143,남,40대,의류,175000,N,N
2024-03-28,C169,남,50대,식품,69000,N,N
2024-03-28,C169,남,50대,의류,147000,N,N
2024-03-28,C172,여,50대,가전,,N,N
2024-03-28,C178,여,50대,가전,98000,Y,Y
2024-03-28,C185,남,50대,식품,64000,N,Y
2024-03-28,C199,남,50대,도서,32000,N,Y
2024-03-29,C006,여,20대,가전,160000,N,Y
2024-03-29,C026,여,20대,식품,65000,N,Y
2024-03-29,C035,남,20대,화장품,,N,Y
2024-03-29,C047,남,20대,가전,42000,N,Y
2024-03-29,C063,남,30대,가전,53000,N,Y
2024-03-29,C078,여,30대,가전,67000,N,Y
2024-03-29,C121,남,40대,가전,140000,N,N
2024-03-29,C192,여,50대,가전,31000,N,N
2024-03-30,C025,남,20대,식품,65000,N,N
2024-03-30,C038,여,20대,의류,150000,N,N
2024-03-30,C060,여,30대,의류,94000,Y,N
2024-03-30,C067,남,30대,의류,152000,N,Y
2024-03-30,C138,여,40대,가전,320000,N,Y
2024-03-30,C155,남,50대,도서,29000,N,N
2024-03-30,C174,여,50대,식품,12000,N,N
2024-03-30,C179,남,50대,의류,149000,N,N
2024-03-31,C054,여,30대,의류,140000,N,Y
2024-03-31,C061,남,30대,도서,15000,N,Y
2024-03-31,C070,여,30대,식품,25000,N,Y
2024-03-31,C083,남,30대,가전,,N,Y
2024-03-31,C091,남,30대,가전,192000,N,N
2024-03-31,C093,남,30대,가전,299000,N,Y
2024-03-31,C099,남,30대,의류,160000,N,Y
2024-03-31,C129,남,40대,식품,55000,N,N
2024-03-31,C153,남,50대,의류,78000,Y,N
2024-03-31,C176,여,50대,식품,64000,N,Y
2024-03-31,C195,남,50대,가전,245000,N,Y
2024-04-01,C023,남,20대,의류,164000,N,Y
2024-04-01,C048,여,20대,화장품,21000,N,N
2024-04-01,C079,남,30대,의류,28000,N,N
2024-04-01,C110,여,40대,의류,115000,N,N
2024-04-01,C144,여,40대,도서,,N,Y
2024-04-01,C148,여,40대,의류,40000,N,N
2024-04-01,C170,여,50대,식품,50000,N,N
2024-04-01,C185,남,50대,식품,51000,N,Y
2024-04-02,C001,남,20대,가전,290000,N,N
2024-04-02,C029,남,20대,의류,72000,Y,N
2024-04-02,C038,여,20대,의류,98000,N,N
2024-04-02,C039,남,20대,가전,141000,N,N
2024-04-02,C069,남,30대,의류,61000,N,Y
2024-04-02,C106,여,40대,화장품,23000,N,N
2024-04-02,C156,여,50대,도서,28000,N,N
2024-04-03,C021,남,20대,의류,128000,N,N
2024-04-03,C030,여,20대,식품,47000,N,N
2024-04-03,C090,여,30대,식품,36000,N,Y
2024-04-03,C116,여,40대,의류,36000,N,N
2024-04-03,C131,남,40대,가전,53000,N,Y
2024-04-04,C042,여,20대,의류,150000,N,Y
2024-04-04,C047,남,20대,화장품,61000,N,N
2024-04-04,C049,남,20대,식품,56000,N,N
2024-04-04,C076,여,30대,화장품,77000,N,Y
2024-04-04,C103,남,40대,화장품,72000,N,N
2024-04-04,C115,남,40대,식품,62000,Y,Y
2024-04-04,C120,여,40대,식품,44000,Y,N
2024-04-04,C134,여,40대,화장품,37000,N,Y
2024-04-04,C148,여,40대,식품,21000,N,Y
2024-04-04,C167,남,50대,의류,80000,N,N
2024-04-04,C194,여,50대,식품,62000,N,N
2024-04-05,C003,남,20대,가전,212000,N,N
2024-04-05,C031,남,20대,식품,17000,N,N
2024-04-05,C050,여,20대,화장품,35000,Y,N
2024-04-05,C073,남,30대,의류,31000,Y,N
2024-04-05,C087,남,30대,도서,17000,N,N
2024-04-05,C105,남,40대,의류,55000,Y,N
2024-04-05,C114,여,40대,가전,345000,N,N
2024-04-05,C123,남,40대,화장품,,Y,N
2024-04-05,C124,여,40대,화장품,50000,N,Y
2024-04-05,C159,남,50대,의류,154000,N,N
2024-04-05,C197,남,50대,의류,27000,N,N
2024-04-05,C199,남,50대,식품,29000,N,N
2024-04-06,C054,여,30대,화장품,,N,N
2024-04-06,C060,여,30대,화장품,62000,Y,Y
2024-04-06,C089,남,30대,화장품,25000,N,N
2024-04-06,C093,남,30대,식품,61000,N,Y
2024-04-06,C100,여,30대,의류,21000,N,N
2024-04-06,C103,남,40대,가전,93000,N,N
2024-04-06,C107,남,40대,가전,222000,N,N
2024-04-06,C164,여,50대,도서,28000,N,Y
2024-04-06,C165,남,50대,화장품,19000,N,N
2024-04-06,C165,남,50대,의류,47000,Y,Y
2024-04-06,C166,여,50대,식품,63000,N,Y
2024-04-06,C184,여,50대,의류,26000,N,N
2024-04-07,C015,남,20대,화장품,39000,N,Y
2024-04-07,C026,여,20대,의류,24000,N,N
2024-04-07,C037,남,20대,도서,27000,N,N
2024-04-07,C048,여,20대,가전,87000,Y,N
2024-04-07,C052,여,30대,식품,5000,Y,Y
2024-04-07,C054,여,30대,화장품,26000,N,Y
2024-04-07,C071,남,30대,가전,52000,N,N
2024-04-07,C104,여,40대,가전,31000,N,N
2024-04-07,C117,남,40대,의류,117000,N,Y
2024-04-07,C150,여,40대,화장품,20000,N,Y
2024-04-07,C172,여,50대,의류,,N,N
2024-04-08,C023,남,20대,화장품,49000,N,Y
2024-04-08,C041,남,20대,식품,15000,N,N
2024-04-08,C057,남,30대,식품,68000,N,Y
2024-04-08,C098,여,30대,의류,116000,N,Y
2024-04-08,C103,남,40대,가전,282000,N,N
2024-04-08,C111,남,40대,화장품,31000,N,Y
2024-04-08,C150,여,40대,화장품,33000,N,N
2024-04-08,C161,남,50대,의류,51000,Y,Y
2024-04-08,C174,여,50대,의류,,Y,Y
2024-04-08,C193,남,50대,식품,15000,N,Y
2024-04-08,C199,남,50대,화장품,114000,N,N
2024-04-09,C011,남,20대,식품,60000,N,N
2024-04-09,C018,여,20대,화장품,107000,N,Y
2024-04-09,C036,여,20대,도서,26000,N,N
2024-04-09,C061,남,30대,의류,26000,Y,Y
2024-04-09,C098,여,30대,화장품,36000,N,Y
2024-04-09,C102,여,40대,화장품,52000,N,N
2024-04-09,C109,남,40대,의류,79000,N,N
2024-04-09,C129,남,40대,가전,37000,N,Y
2024-04-09,C178,여,50대,도서,18000,N,N
2024-04-10,C108,여,40대,의류,180000,N,N
2024-04-10,C115,남,40대,도서,15000,N,N
2024-04-10,C116,여,40대,의류,131000,N,Y
2024-04-10,C118,여,40대,가전,297000,Y,N
2024-04-10,C120,여,40대,의류,30000,N,N
2024-04-10,C139,남,40대,가전,285000,N,Y
2024-04-10,C151,남,50대,의류,29000,N,N
2024-04-10,C154,여,50대,가전,330000,N,N
2024-04-10,C156,여,50대,의류,40000,N,N
2024-04-10,C189,남,50대,의류,53000,N,N
2024-04-10,C195,남,50대,의류,105000,N,N
2024-04-10,C198,여,50대,가전,256000,Y,Y
2024-04-11,C013,남,20대,식품,,N,Y
2024-04-11,C016,여,20대,식품,10000,N,Y
2024-04-11,C022,여,20대,화장품,36000,N,Y
2024-04-11,C044,여,20대,화장품,90000,N,N
2024-04-11,C065,남,30대,화장품,97000,N,N
2024-04-11,C092,여,30대,화장품,21000,Y,N
2024-04-11,C096,여,30대,가전,,N,N
2024-04-11,C101,남,40대,도서,27000,N,N
2024-04-11,C121,남,40대,도서,23000,N,Y
2024-04-11,C177,남,50대,화장품,75000,N,N
2024-04-11,C193,남,50대,가전,335000,Y,N
2024-04-11,C197,남,50대,화장품,76000,N,N
2024-04-12,C004,여,20대,의류,42000,Y,Y
2024-04-12,C014,여,20대,의류,147000,N,N
2024-04-12,C045,남,20대,도서,18000,N,Y
2024-04-12,C061,남,30대,의류,100000,N,N
2024-04-12,C064,여,30대,의류,167000,Y,Y
2024-04-12,C074,여,30대,가전,219000,N,Y
2024-04-12,C077,남,30대,화장품,14000,N,N
2024-04-12,C094,여,30대,식품,16000,N,N
2024-04-12,C128,여,40대,화장품,40000,N,Y
2024-04-12,C133,남,40대,의류,175000,Y,Y
2024-04-12,C137,남,40대,식품,11000,N,N
2024-04-12,C159,남,50대,도서,20000,N,N
2024-04-12,C176,여,50대,가전,284000,N,N
2024-04-12,C179,남,50대,화장품,18000,N,N
2024-04-12,C195,남,50대,화장품,52000,N,N
2024-04-13,C034,여,20대,화장품,12000,N,N
2024-04-13,C043,남,20대,식품,28000,N,Y
2024-04-13,C062,여,30대,화장품,18000,N,Y
2024-04-13,C072,여,30대,도서,30000,N,Y
2024-04-13,C101,남,40대,의류,70000,N,N
2024-04-13,C106,여,40대,의류,70000,N,N
2024-04-13,C133,남,40대,화장품,33000,N,Y
2024-04-13,C143,남,40대,가전,349000,N,N
2024-04-13,C144,여,40대,도서,22000,N,Y
2024-04-13,C166,여,50대,식품,,N,Y
2024-04-14,C016,여,20대,의류,31000,Y,Y
2024-04-14,C044,여,20대,식품,68000,Y,Y
2024-04-14,C047,남,20대,식품,28000,N,N
2024-04-14,C109,남,40대,화장품,30000,N,Y
2024-04-14,C122,여,40대,가전,64000,N,Y
2024-04-14,C134,여,40대,도서,,N,Y
2024-04-14,C163,남,50대,화장품,64000,N,N
2024-04-14,C186,여,50대,식품,66000,N,Y
2024-04-15,C078,여,30대,화장품,94000,N,Y
2024-04-15,C097,남,30대,식품,52000,N,N
2024-04-15,C100,여,30대,의류,62000,Y,Y
2024-04-15,C159,남,50대,가전,320000,N,N
2024-04-15,C163,남,50대,도서,11000,N,N
2024-04-15,C184,여,50대,화장품,74000,N,N
2024-04-16,C019,남,20대,의류,42000,N,N
2024-04-16,C032,여,20대,가전,274000,N,Y
2024-04-16,C046,여,20대,식품,45000,N,N
2024-04-16,C051,남,30대,의류,102000,N,N
2024-04-16,C051,남,30대,도서,,N,N
2024-04-16,C066,여,30대,의류,92000,N,Y
2024-04-16,C085,남,30대,도서,16000,N,Y
2024-04-16,C139,남,40대,식품,5000,N,N
2024-04-16,C149,남,40대,가전,308000,N,N
2024-04-16,C157,남,50대,화장품,77000,N,Y
2024-04-16,C160,여,50대,화장품,90000,N,N
2024-04-16,C161,남,50대,화장품,77000,N,N
2024-04-16,C162,여,50대,의류,47000,N,Y
2024-04-16,C191,남,50대,가전,311000,N,N
2024-04-17,C011,남,20대,식품,11000,N,Y
2024-04-17,C014,여,20대,의류,86000,N,Y
2024-04-17,C022,여,20대,의류,109000,N,Y
2024-04-17,C030,여,20대,도서,21000,N,Y
2024-04-17,C049,남,20대,의류,129000,N,N
2024-04-17,C065,남,30대,도서,14000,N,Y
2024-04-17,C075,남,30대,의류,89000,N,N
2024-04-17,C112,여,40대,식품,23000,N,Y
2024-04-17,C117,남,40대,의류,54000,N,N
2024-04-17,C195,남,50대,식품,12000,N,N
2024-04-18,C074,여,30대,의류,173000,N,Y
2024-04-18,C167,남,50대,화장품,11000,Y,Y
2024-04-18,C188,여,50대,가전,90000,N,N
2024-04-19,C010,여,20대,의류,21000,N,N
2024-04-19,C034,여,20대,가전,92000,N,Y
2024-04-19,C070,여,30대,화장품,41000,N,Y
2024-04-19,C083,남,30대,의류,33000,N,N
2024-04-19,C090,여,30대,의류,134000,N,N
2024-04-19,C141,남,40대,의류,20000,N,Y
2024-04-19,C169,남,50대,가전,111000,N,N
2024-04-19,C175,남,50대,식품,58000,N,Y
2024-04-19,C194,여,50대,의류,115000,N,N
2024-04-20,C054,여,30대,도서,15000,N,N
2024-04-20,C075,남,30대,식품,52000,N,N
